전국순위,기초,sido,인구,자연휴양림_개소,자연휴양림_수용인원,국립휴양림_개소,국립휴양림_연이용자,치유의숲_개소,치유의숲_면적ha,유아숲체험원_개소,수목원_개소,산림교육센터_개소,휴양림수용_10만명당,치유의숲ha_10만명당,유아숲_10만명당,수목원_10만명당,산림교육센터_10만명당,국립휴양림이용_천명당,접근성_상대_0to100,종합공급점수,시도_미충족잠재수요율,z_수요격차,z_공급부족,우선확충지수,우선확충지수_0100,등급,유형
1,대구 서구,대구,163135.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80.3,-0.674,78.19,1.687,1.108,2.289,100.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
1,대구 동구,대구,342339.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,-0.674,78.19,1.687,1.108,2.289,100.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
1,대구 중구,대구,97711.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84.2,-0.674,78.19,1.687,1.108,2.289,100.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
4,대구 북구,대구,413010.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.242,0.0,0.0,0.0,79.2,-0.604,78.19,1.687,0.993,2.174,98.3,1순위(우선확충),A. 공급취약·수요高 → 신규확충
5,대구 수성구,대구,409107.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.489,0.0,0.0,0.0,78.4,-0.545,78.19,1.687,0.897,2.078,96.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
6,대구 남구,대구,136263.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.734,0.0,0.0,0.0,83.8,-0.496,78.19,1.687,0.816,1.997,95.7,1순위(우선확충),A. 공급취약·수요高 → 신규확충
7,경북 울릉군,경북,9099.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.674,69.679,1.185,1.108,1.938,94.8,1순위(우선확충),A. 공급취약·수요高 → 신규확충
7,경북 영덕군,경북,33210.0,0.0,0.0,1.0,79267.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2386.841,45.0,-0.674,69.679,1.185,1.108,1.938,94.8,1순위(우선확충),A. 공급취약·수요高 → 신규확충
9,대구 달서구,대구,522021.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,0.0,0.766,0.192,0.0,0.0,86.3,-0.372,78.19,1.687,0.613,1.794,92.7,1순위(우선확충),A. 공급취약·수요高 → 신규확충
10,강원 속초시,강원,80933.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,53.6,-0.674,64.119,0.857,1.108,1.708,91.4,1순위(우선확충),A. 공급취약·수요高 → 신규확충
11,대구 군위군,대구,22463.0,1.0,200.0,0.0,0.0,0.0,0.0,0,0,0,890.353,0.0,0.0,0.0,0.0,0.0,60.6,-0.261,78.19,1.687,0.429,1.61,90.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
11,인천 옹진군,인천,19996.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,-0.674,61.726,0.716,1.108,1.609,90.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
13,인천 미추홀구,인천,412274.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.243,0.0,0.0,0.0,65.8,-0.604,61.726,0.716,0.993,1.494,88.3,1순위(우선확충),A. 공급취약·수요高 → 신규확충
14,경기 구리시,경기,186882.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,58.2,-0.674,58.621,0.532,1.108,1.481,88.1,1순위(우선확충),A. 공급취약·수요高 → 신규확충
15,서울 중구,서울,120544.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,-0.674,58.477,0.524,1.108,1.475,88.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
16,인천 서구,인천,634064.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.315,0.0,0.0,0.0,76.6,-0.585,61.726,0.716,0.963,1.464,87.8,1순위(우선확충),A. 공급취약·수요高 → 신규확충
17,인천 계양구,인천,280227.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.357,0.0,0.0,0.0,66.9,-0.575,61.726,0.716,0.946,1.447,87.6,1순위(우선확충),A. 공급취약·수요高 → 신규확충
18,인천 부평구,인천,493200.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.406,0.0,0.0,0.0,72.3,-0.564,61.726,0.716,0.928,1.429,87.3,1순위(우선확충),A. 공급취약·수요高 → 신규확충
19,경기 안산시,경기,620579.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.161,0.0,0.0,0.0,64.366,-0.626,58.621,0.532,1.029,1.402,86.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
20,경북 성주군,경북,41452.0,1.0,96.0,0.0,0.0,0.0,0.0,0,0,0,231.593,0.0,0.0,0.0,0.0,0.0,65.0,-0.342,69.679,1.185,0.563,1.393,86.8,1순위(우선확충),A. 공급취약·수요高 → 신규확충
21,경북 상주시,경북,91850.0,1.0,229.0,0.0,0.0,0.0,0.0,0,0,0,249.32,0.0,0.0,0.0,0.0,0.0,79.0,-0.338,69.679,1.185,0.556,1.386,86.7,1순위(우선확충),A. 공급취약·수요高 → 신규확충
22,경북 고령군,경북,30062.0,1.0,112.0,0.0,0.0,0.0,0.0,0,0,0,372.563,0.0,0.0,0.0,0.0,0.0,64.1,-0.314,69.679,1.185,0.516,1.345,86.1,1순위(우선확충),A. 공급취약·수요高 → 신규확충
22,서울 영등포구,서울,373773.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.268,0.0,0.0,0.0,72.9,-0.597,58.477,0.524,0.983,1.349,86.1,1순위(우선확충),A. 공급취약·수요高 → 신규확충
24,경기 하남시,경기,329120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.304,0.0,0.0,0.0,68.4,-0.588,58.621,0.532,0.968,1.34,86.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
25,서울 송파구,서울,650110.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.308,0.0,0.0,0.0,67.1,-0.587,58.477,0.524,0.966,1.333,85.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
26,서울 강남구,서울,557345.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.359,0.0,0.0,0.0,72.1,-0.575,58.477,0.524,0.946,1.312,85.6,1순위(우선확충),A. 공급취약·수요高 → 신규확충
27,경기 군포시,경기,255931.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.391,0.0,0.0,0.0,67.1,-0.567,58.621,0.532,0.933,1.306,85.5,1순위(우선확충),A. 공급취약·수요高 → 신규확충
28,서울 강동구,서울,476942.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.419,0.0,0.0,0.0,66.6,-0.561,58.477,0.524,0.922,1.289,85.3,1순위(우선확충),A. 공급취약·수요高 → 신규확충
29,서울 은평구,서울,460919.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.434,0.0,0.0,0.0,76.0,-0.557,58.477,0.524,0.917,1.284,85.2,1순위(우선확충),A. 공급취약·수요高 → 신규확충
30,경기 고양시,경기,1070120.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,0.467,0.0,0.0,0.0,63.222,-0.55,58.621,0.532,0.905,1.278,85.1,1순위(우선확충),A. 공급취약·수요高 → 신규확충
31,서울 성북구,서울,421560.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.474,0.0,0.0,0.0,63.1,-0.548,58.477,0.524,0.902,1.269,85.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
32,경기 평택시,경기,598556.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.501,0.0,0.0,0.0,80.4,-0.543,58.621,0.532,0.893,1.265,84.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
32,경북 경주시,경북,244769.0,1.0,330.0,0.0,0.0,0.0,0.0,1,0,0,134.821,0.0,0.409,0.0,0.0,0.0,66.1,-0.265,69.679,1.185,0.435,1.265,84.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
34,인천 연수구,인천,400213.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.999,0.0,0.0,0.0,63.0,-0.45,61.726,0.716,0.74,1.241,84.6,1순위(우선확충),A. 공급취약·수요高 → 신규확충
34,서울 강서구,서울,556171.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.539,0.0,0.0,0.0,70.0,-0.535,58.477,0.524,0.879,1.246,84.6,1순위(우선확충),A. 공급취약·수요高 → 신규확충
36,경기 수원시,경기,1193005.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,0.587,0.0,0.0,0.0,72.618,-0.525,58.621,0.532,0.863,1.236,84.5,1순위(우선확충),A. 공급취약·수요高 → 신규확충
37,서울 광진구,서울,331963.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.602,0.0,0.0,0.0,75.0,-0.522,58.477,0.524,0.858,1.225,84.3,1순위(우선확충),A. 공급취약·수요高 → 신규확충
38,경기 의정부시,경기,461271.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.65,0.0,0.0,0.0,53.3,-0.512,58.621,0.532,0.842,1.215,84.2,1순위(우선확충),A. 공급취약·수요高 → 신규확충
38,경기 성남시,경기,913009.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,0.329,0.11,0.0,0.0,62.406,-0.512,58.621,0.532,0.843,1.216,84.2,1순위(우선확충),A. 공급취약·수요高 → 신규확충
40,서울 서대문구,서울,302853.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.66,0.0,0.0,0.0,79.9,-0.51,58.477,0.524,0.839,1.206,84.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
41,서울 종로구,서울,138336.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.723,0.0,0.0,0.0,69.6,-0.498,58.477,0.524,0.819,1.186,83.7,1순위(우선확충),A. 공급취약·수요高 → 신규확충
42,경기 부천시,경기,769918.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,0.39,0.13,0.0,0.0,40.5,-0.486,58.621,0.532,0.799,1.172,83.5,1순위(우선확충),A. 공급취약·수요高 → 신규확충
43,서울 동작구,서울,375799.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.798,0.0,0.0,0.0,68.4,-0.484,58.477,0.524,0.797,1.163,83.4,1순위(우선확충),A. 공급취약·수요高 → 신규확충
43,서울 중랑구,서울,379274.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.791,0.0,0.0,0.0,70.2,-0.486,58.477,0.524,0.799,1.166,83.4,1순위(우선확충),A. 공급취약·수요高 → 신규확충
45,서울 마포구,서울,361417.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.83,0.0,0.0,0.0,75.0,-0.479,58.477,0.524,0.787,1.154,83.3,1순위(우선확충),A. 공급취약·수요高 → 신규확충
46,서울 동대문구,서울,338735.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.886,0.0,0.0,0.0,75.5,-0.469,58.477,0.524,0.771,1.138,83.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
46,서울 금천구,서울,225159.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.888,0.0,0.0,0.0,63.7,-0.469,58.477,0.524,0.771,1.138,83.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
46,경기 안양시,경기,556492.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.359,0.18,0.0,0.0,59.28,-0.464,58.621,0.532,0.763,1.136,83.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
49,강원 원주시,강원,362164.0,1.0,120.0,1.0,97443.0,0.0,0.0,2,0,0,33.134,0.0,0.552,0.0,0.0,269.058,85.0,-0.317,64.119,0.857,0.522,1.122,82.8,1순위(우선확충),A. 공급취약·수요高 → 신규확충
50,경기 파주시,경기,511308.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,0.978,0.0,0.0,0.0,63.9,-0.454,58.621,0.532,0.746,1.119,82.7,1순위(우선확충),A. 공급취약·수요高 → 신규확충
50,서울 서초구,서울,408376.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.979,0.0,0.0,0.0,67.9,-0.453,58.477,0.524,0.746,1.112,82.7,1순위(우선확충),A. 공급취약·수요高 → 신규확충
52,서울 구로구,서울,388169.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,1.03,0.0,0.0,0.0,73.4,-0.445,58.477,0.524,0.732,1.099,82.5,1순위(우선확충),A. 공급취약·수요高 → 신규확충
53,인천 동구,인천,58296.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.715,0.0,0.0,0.0,74.1,-0.351,61.726,0.716,0.578,1.079,82.2,1순위(우선확충),A. 공급취약·수요高 → 신규확충
53,경기 화성시,경기,968821.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,0.0,0.723,0.103,0.0,0.0,71.4,-0.432,58.621,0.532,0.711,1.084,82.2,1순위(우선확충),A. 공급취약·수요高 → 신규확충
55,강원 동해시,강원,87675.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2.281,0.0,0.0,0.0,50.8,-0.29,64.119,0.857,0.477,1.077,82.1,1순위(우선확충),A. 공급취약·수요高 → 신규확충
56,인천 중구,인천,167113.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,1.795,0.0,0.0,0.0,77.0,-0.342,61.726,0.716,0.562,1.063,81.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
57,서울 노원구,서울,491247.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1.221,0.0,0.0,0.0,69.1,-0.416,58.477,0.524,0.684,1.051,81.7,1순위(우선확충),A. 공급취약·수요高 → 신규확충
58,서울 도봉구,서울,303228.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,1.319,0.0,0.0,0.0,69.0,-0.402,58.477,0.524,0.662,1.028,81.4,1순위(우선확충),A. 공급취약·수요高 → 신규확충
59,서울 양천구,서울,430976.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1.392,0.0,0.0,0.0,66.7,-0.392,58.477,0.524,0.645,1.012,81.2,1순위(우선확충),A. 공급취약·수요高 → 신규확충
59,경기 안성시,경기,193949.0,1.0,210.0,0.0,0.0,0.0,0.0,0,0,0,108.276,0.0,0.0,0.0,0.0,0.0,86.0,-0.388,58.621,0.532,0.639,1.012,81.2,1순위(우선확충),A. 공급취약·수요高 → 신규확충
59,경기 광주시,경기,397605.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.503,0.252,0.0,0.0,43.3,-0.392,58.621,0.532,0.644,1.017,81.2,1순위(우선확충),A. 공급취약·수요高 → 신규확충
62,서울 성동구,서울,273669.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,1.462,0.0,0.0,0.0,81.3,-0.383,58.477,0.524,0.63,0.997,80.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
62,서울 용산구,서울,203854.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,1.472,0.0,0.0,0.0,62.8,-0.382,58.477,0.524,0.628,0.994,80.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
62,서울 관악구,서울,477812.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,1.465,0.0,0.0,0.0,67.5,-0.382,58.477,0.524,0.629,0.996,80.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
65,경북 경산시,경북,266398.0,0.0,0.0,0.0,0.0,1.0,90.0,3,0,0,0.0,33.784,1.126,0.0,0.0,0.0,66.2,-0.075,69.679,1.185,0.124,0.953,80.3,1순위(우선확충),C. 공급보유·수요高 → 접근성/연계
66,경북 영천시,경북,98143.0,2.0,498.0,0.0,0.0,0.0,0.0,1,0,0,507.423,0.0,1.019,0.0,0.0,0.0,63.5,-0.068,69.679,1.185,0.112,0.941,80.1,1순위(우선확충),C. 공급보유·수요高 → 접근성/연계
67,서울 강북구,서울,283597.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,1.763,0.0,0.0,0.0,62.9,-0.346,58.477,0.524,0.568,0.935,80.0,1순위(우선확충),A. 공급취약·수요高 → 신규확충
68,충남 서산시,충남,174445.0,0.0,0.0,1.0,68935.0,0.0,0.0,3,0,0,0.0,0.0,1.72,0.0,0.0,395.168,81.9,-0.351,57.382,0.459,0.577,0.898,79.5,1순위(우선확충),A. 공급취약·수요高 → 신규확충
69,경북 구미시,경북,404820.0,1.0,1900.0,0.0,0.0,0.0,0.0,5,0,0,469.344,0.0,1.235,0.0,0.0,0.0,69.7,-0.04,69.679,1.185,0.066,0.895,79.4,1순위(우선확충),C. 공급보유·수요高 → 접근성/연계
69,충남 당진시,충남,171931.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,1.745,0.0,0.0,0.0,79.6,-0.348,57.382,0.459,0.572,0.894,79.4,1순위(우선확충),A. 공급취약·수요高 → 신규확충
71,경기 이천시,경기,222443.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.45,0.45,0.0,0.0,75.2,-0.305,58.621,0.532,0.501,0.874,79.1,1순위(우선확충),A. 공급취약·수요高 → 신규확충
72,대구 달성군,대구,257580.0,2.0,400.0,0.0,0.0,2.0,112.0,2,0,0,155.292,43.482,0.776,0.0,0.0,0.0,87.9,0.198,78.19,1.687,-0.326,0.855,78.9,1순위(우선확충),C. 공급보유·수요高 → 접근성/연계
73,강원 화천군,강원,22922.0,0.0,0.0,1.0,36964.0,0.0,0.0,1,0,0,0.0,0.0,4.363,0.0,0.0,1612.599,62.7,-0.131,64.119,0.857,0.216,0.816,78.3,1순위(우선확충),C. 공급보유·수요高 → 접근성/연계
74,경기 시흥시,경기,518132.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,0.0,0.579,0.193,0.193,0.0,54.1,-0.254,58.621,0.532,0.418,0.791,77.9,1순위(우선확충),A. 공급취약·수요高 → 신규확충
75,인천 남동구,인천,486225.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,0.0,2.262,0.206,0.0,0.0,72.5,-0.166,61.726,0.716,0.274,0.775,77.7,1순위(우선확충),C. 공급보유·수요高 → 접근성/연계
76,경북 의성군,경북,48690.0,1.0,156.0,0.0,0.0,0.0,0.0,1,0,0,320.394,0.0,2.054,0.0,0.0,0.0,55.0,0.038,69.679,1.185,-0.062,0.767,77.6,1순위(우선확충),C. 공급보유·수요高 → 접근성/연계
77,경기 광명시,경기,278167.0,1.0,300.0,0.0,0.0,0.0,0.0,2,0,0,107.849,0.0,0.719,0.0,0.0,0.0,54.7,-0.214,58.621,0.532,0.351,0.724,76.9,2순위(검토),A. 공급취약·수요高 → 신규확충
78,부산 동래구,부산,274370.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,-0.674,39.912,-0.571,1.108,0.709,76.7,2순위(검토),B. 공급취약·수요低 → 인지도/홍보
78,부산 수영구,부산,171918.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,64.9,-0.674,39.912,-0.571,1.108,0.709,76.7,2순위(검토),B. 공급취약·수요低 → 인지도/홍보
78,부산 남구,부산,254498.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,-0.674,39.912,-0.571,1.108,0.709,76.7,2순위(검토),B. 공급취약·수요低 → 인지도/홍보
78,부산 중구,부산,37537.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,61.6,-0.674,39.912,-0.571,1.108,0.709,76.7,2순위(검토),B. 공급취약·수요低 → 인지도/홍보
78,부산 동구,부산,85911.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,68.6,-0.674,39.912,-0.571,1.108,0.709,76.7,2순위(검토),B. 공급취약·수요低 → 인지도/홍보
78,부산 연제구,부산,212589.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,-0.674,39.912,-0.571,1.108,0.709,76.7,2순위(검토),B. 공급취약·수요低 → 인지도/홍보
78,부산 영도구,부산,103737.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,-0.674,39.912,-0.571,1.108,0.709,76.7,2순위(검토),B. 공급취약·수요低 → 인지도/홍보
85,경북 안동시,경북,153159.0,2.0,435.0,0.0,0.0,0.0,0.0,4,0,0,284.019,0.0,2.612,0.0,0.0,0.0,66.1,0.085,69.679,1.185,-0.139,0.69,76.4,2순위(검토),C. 공급보유·수요高 → 접근성/연계
86,경기 오산시,경기,242065.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,1.239,0.413,0.0,0.0,67.1,-0.181,58.621,0.532,0.298,0.671,76.1,2순위(검토),A. 공급취약·수요高 → 신규확충
